"LABEL","OTU.-.ABGD","OTU-97.5","host.GENUS","host.SPECIES","HOST.DNA.SPECIES","growth.form","Bio-Region","EcoRegion.(I)","EcoRegion.(II)","EcoRegion.(III)","EcoRegion.(IV)","COUNTRY","STATE","SUBSTRATE","DNA_ID","GenBank.ITS","GenBank.COXII","GenBank.rbcL","GenBank.psbJ-L","Lat","Long","LL_Publication","additional_location_info"
"A01_XA_neochH1_usa_NV_terr_297                 ","A01","A01","Xanthoparmelia","neochlorochroa 'H1'","H1","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Central Basin and Range","Carbonate Sagebrush Valleys","USA","NV","terricolous","297","KR912537","-","-","-","39.0699","-114.4472","Leavitt et al. (2015), Leavitt et al. (2011)","USA, NV, White Pine Co."
"A01_XA_neochH1_usa_NV_terr_298                 ","A01","A01","Xanthoparmelia","neochlorochroa 'H1'","H1","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Central Basin and Range","Carbonate Sagebrush Valleys","USA","NV","terricolous","298","KR912538","KR914205","KR914283","KR914376","39.0699","-114.4472","Leavitt et al. (2015), Leavitt et al. (2011)","USA, NV, White Pine Co."
"A01_XA_norchC2_usa_ID_terr_342                 ","A01","A01","Xanthoparmelia","norchlorochroa 'C2'","C2","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermontane Sagebrush Valleys","USA","ID","terricolous","342","KR912539","-","-","-","38.3839","-109.4529","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, San Juan Co."
"A01_XA_norchC3_usa_UT_terr_340                 ","A01","A01","Xanthoparmelia","norchlorochroa 'C3'","C3","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Semiarid Benchlands and Canyonlands","USA","UT","terricolous","340","KR912540","-","-","-","38.3291","-109.4298","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, San Juan Co."
"A01_XA_norchC3_usa_UT_terr_341                 ","A01","A01","Xanthoparmelia","norchlorochroa 'C3'","C3","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Semiarid Benchlands and Canyonlands","USA","UT","terricolous","341","KR912541","-","-","-","38.3291","-109.4298","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, San Juan Co."
"A01_XA_norchG2_usa_ID_terr_338                 ","A01","A01","Xanthoparmelia","norchlorochroa 'G2'","G2","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermontane Sagebrush Valleys","USA","ID","terricolous","338","KR912542","-","-","-","44.1567","-112.9093","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Clark Co."
"A01_XA_norchH1_usa_WY_terr_336                 ","A01","A01","Xanthoparmelia","norchlorochroa 'H1'","H1","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Rolling Sagebrush Steppe","USA","WY","terricolous","336","KR912544","-","-","-","41.4193","-108.0524","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Sweetwater Co."
"A01_XA_norchH1_usa_ID_terr_339                 ","A01","A01","Xanthoparmelia","norchlorochroa 'H1'","H1","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermontane Sagebrush Valleys","USA","ID","terricolous","339","KR912543","-","-","-","44.1567","-112.9093","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Clark Co."
"A01_XA_norchH1_usa_WY_terr_788                 ","A01","A01","Xanthoparmelia","norchlorochroa 'H1'","H1","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Rolling Sagebrush Steppe","USA","WY","terricolous","788","KR912545","-","-","-","41.0765","-108.154","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Sweetwater Co."
"A01_XA_plD1_usa_UT_saxi_155                    ","A01","A01","Xanthoparmelia","plittii 'D1'","D1","foliose rock","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Semiarid Benchlands and Canyonlands","USA","UT","saxicolous","155","KR912547","-","-","-","38.2879","-111.2274","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Wayne Co."
"A01_XA_plD1_usa_UT_saxi_482                    ","A01","A01","Xanthoparmelia","plittii 'D1'","D1","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","saxicolous","482","KR912548","-","-","-","40.4897","-111.7747","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Utah Co."
"A01_XA_plD1_canada_BC_saxi_912                 ","A01","A01","Xanthoparmelia","plittii 'D1'","D1","foliose rock","Nearctic","North American Deserts","Cold Deserts","Thompson-Okanogan Plateau",NA,"Canada","BC","saxicolous","912","KR912546","-","-","-","50.7607","-118.8457","Leavitt et al. (2015), Leavitt et al. (2011)","Canada, BC, Kamloops."
"A01_XA_plF2_usa_UT_saxi_227                    ","A01","A01","Xanthoparmelia","plittii 'F2'","F2","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","saxicolous","227","KR912549","-","-","-","38.2736","-111.6106","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Wayne Co."
"A01_XA_psf2_usa_UT_saxi_087                    ","A01","A01","Xanthoparmelia","psoromifera 'F2'","F2","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","saxicolous","87","KR912550","-","-","-","38.2757","-111.6081","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Wayne Co."
"A01_XA_psF2_usa_UT_saxi_274                    ","A01","A01","Xanthoparmelia","psoromifera 'F2'","F2","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","saxicolous","274","KR912551","-","-","-","38.2757","-111.6081","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Wayne Co."
"A01_XA_psF2_usa_UT_saxi_275                    ","A01","A01","Xanthoparmelia","psoromifera 'F2'","F2","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","saxicolous","275","KR912552","-","-","-","38.2757","-111.6081","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Wayne Co."
"A01_XA_stenoBM_kazak_Kark_terr_5040            ","A01","A01","Xanthoparmelia","stenophylla 'BM'","unknown","foliose rock","Palearctic","Temperate grasslands, savanna's and shrublands","Temperate grasslands, savanna's and shrublands","Kazakh upland","Kazakh upland","Kazakhstan","Karkaralinsk","terricolous","5040","KR912553","-","-","-",NA,NA,NA,NA
"A01_XA_stenoBM_kazak_Kark_terr_5043            ","A01","A01","Xanthoparmelia","stenophylla 'BM'","unknown","foliose rock","Palearctic","Temperate grasslands, savanna's and shrublands","Temperate grasslands, savanna's and shrublands","Kazakh upland","Kazakh upland","Kazakhstan","Karkaralinsk","terricolous","5043","KR912554","-","KR914284","-",NA,NA,NA,NA
"A01_XA_stenoBM_kazak_Kark_terr_5044            ","A01","A01","Xanthoparmelia","stenophylla 'BM'","unknown","foliose rock","Palearctic","Temperate grasslands, savanna's and shrublands","Temperate grasslands, savanna's and shrublands","Kazakh upland","Kazakh upland","Kazakhstan","Karkaralinsk","terricolous","5044","KR912555","-","-","-",NA,NA,NA,NA
"A01_XA_stenoBM_kazak_Kark_terr_5046            ","A01","A01","Xanthoparmelia","stenophylla 'BM'","unknown","foliose rock","Palearctic","Temperate grasslands, savanna's and shrublands","Temperate grasslands, savanna's and shrublands","Kazakh upland","Kazakh upland","Kazakhstan","Karkaralinsk","terricolous","5046","KR912556","-","-","-",NA,NA,NA,NA
"A01_XA_unk_usa_CA_saxi_1033                    ","A01","A01","Xanthoparmelia","unknown","unknown","foliose rock","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","Southern Santa Lucia Range","USA","CA","saxicolous","1033","KR912557","-","-","-",NA,NA,NA,NA
"A01_XA_vaE3_usa_ID_terr_261                    ","A01","A01","Xanthoparmelia","vagans 'E3'","E3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","261","KR912559","-","-","-","44.1578","-113.8794","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Lemhi Co."
"A01_XA_wyG2_usa_MT_terr_490                    ","A01","A01","Xanthoparmelia","wyomingica 'G2'","G2","foliose rock","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Glaciated Plains","Glaciated Northern Grasslands","USA","MT","terricolous","490","KR912560","-","-","-","48.4568","-107.6567","Leavitt et al. (2015), Leavitt et al. (2011)","USA, MT, Phillips Co."
"A01_XA_wyG2_usa_MT_terr_773                    ","A01","A01","Xanthoparmelia","wyomingica 'G2'","G2","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Townsend Basin","USA","MT","terricolous","773","KR912561","-","-","-","46.8206","-111.816","Leavitt et al. (2015), Leavitt et al. (2011)","USA, MT, Lewis and Clark Co."
"A01_XA_wyG2_usa_MT_terr_926                    ","A01","A01","Xanthoparmelia","wyomingica 'G2'","G2","foliose rock","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Glaciated Plains","North Central Brown Glaciated Plains","USA","MT","terricolous","926","KR912562","-","-","-","47.7561","-110.8991","Leavitt et al. (2015), Leavitt et al. (2011)","USA, MT, Russell Co."
"A01_XA_wyG2_usa_MT_terr_927                    ","A01","A01","Xanthoparmelia","wyomingica 'G2'","G2","foliose rock","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Glaciated Plains","North Central Brown Glaciated Plains","USA","MT","terricolous","927","KR912563","-","-","-","47.7561","-110.8991","Leavitt et al. (2015), Leavitt et al. (2011)","USA, MT, Russell Co."
"A01_XA_wyH2_usa_WY_terr_790                    ","A01","A01","Xanthoparmelia","wyomingica 'H2'","H2","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Mid-Elevation Sedimentary Mountains","USA","WY","terricolous","790","KR912565","-","-","-","44.3385","-106.7656","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Johnson Co."
"A01_XA_wyH2_usa_MT_terr_955                    ","A01","A01","Xanthoparmelia","wyomingica 'H2'","H2","foliose rock","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Glaciated Plains","North Central Brown Glaciated Plains","USA","MT","terricolous","955","KR912564","-","-","-","47.7561","-110.8991","Leavitt et al. (2015), Leavitt et al. (2011)","USA, MT, Russell Co."
"A02_LEC_garov_usa_ID_saxi_104                  ","A02","A02","Lecanora","garovaglii","garovaglii","placodioid","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","saxicolous","104","KR912566","-","-","-",NA,NA,NA,NA
"A02_LEC_garov_usa_ID_saxi_107                  ","A02","A02","Lecanora","garovaglii","garovaglii","placodioid","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","saxicolous","107","KR912567","-","-","-",NA,NA,NA,NA
"A02_LEC_garov_usa_ID_saxi_108                  ","A02","A02","Lecanora","garovaglii","garovaglii","placodioid","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","saxicolous","108","KR912568","-","-","-",NA,NA,NA,NA
"A02_LEC_garov_usa_UT_saxi_145                  ","A02","A02","Lecanora","garovaglii","garovaglii","placodioid","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","saxicolous","145","KR912569","-","-","-",NA,NA,NA,NA
"A02_RH_portX_usa_NV_saxi_711                   ","A02","A02","Rhizoplaca","aff. porterii","porterii","umbilicate","Nearctic","North American Deserts","Cold Deserts","Central Basin and Range","High Elevation Carbonate Mountains","USA","NV","saxicolous","711","KR912739","-","-","-",NA,NA,NA,NA
"A02_RH_portX_usa_NV_saxi_712                   ","A02","A02","Rhizoplaca","aff. porterii","porterii","umbilicate","Nearctic","North American Deserts","Cold Deserts","Central Basin and Range","High Elevation Carbonate Mountains","USA","NV","saxicolous","712","KR912740","-","-","-",NA,NA,NA,NA
"A02_RH_neva_usa_NV_saxi_8668J                  ","A02","A02","Rhizoplaca","aff. porterii","unknown","umbilicate","Nearctic","North American Deserts","Cold Deserts","Central Basin and Range","Central Nevada Mid-Slope Woodlands","USA","NV","saxicolous","8668J                  ","KR912621","-","-","-",NA,NA,NA,NA
"A02_RH_neva_usa_NV_saxi_8668M                  ","A02","A02","Rhizoplaca","aff. porterii","unknown","umbilicate","Nearctic","North American Deserts","Cold Deserts","Central Basin and Range","Central Nevada Mid-Slope Woodlands","USA","NV","saxicolous","8668M                  ","KR912622","-","-","-",NA,NA,NA,NA
"A02_RH_chryA_usa_CO_saxi_8625                  ","A02","A02","Rhizoplaca","chryosleuca 'A'","chrysoA","umbilicate","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Alpine Zone","USA","CO","saxicolous","8625","KR912571","-","-","KR914377",NA,NA,NA,NA
"A02_RH_chrysA_usa_CO_saxi_8640A                ","A02","A02","Rhizoplaca","chryosleuca 'A'","chrysoA","umbilicate","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Alpine Zone","USA","CO","saxicolous","8640A                ","KR912574","-","-","-",NA,NA,NA,NA
"A02_RH_chryA_usa_CO_saxi_8640B                 ","A02","A02","Rhizoplaca","chryosleuca 'A'","chrysoA","umbilicate","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Alpine Zone","USA","CO","saxicolous","8640B                 ","KR912572","-","-","-",NA,NA,NA,NA
"A02_RH_chrysB_usa_CO_saxi_8624                 ","A02","A02","Rhizoplaca","chryosleuca 'B'","chrysoB","umbilicate","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Alpine Zone","USA","CO","saxicolous","8624","KR912575","-","-","KR914378",NA,NA,NA,NA
"A02_RH_chryC_russia_altay_saxi_6850B           ","A02","A02","Rhizoplaca","chryosleuca 'C'","chrysoC","umbilicate","Palearctic","Temperate grasslands, savanna's and shrublands","Temperate grasslands, savanna's and shrublands","Kazakh steppe","Kazakh steppe","Russia","Altay","saxicolous","6850B           ","KR912573","-","-","-",NA,NA,NA,NA
"A02_RH_hayd_usa_ID_terr_092                    ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","92","KR912577","-","-","-",NA,NA,NA,NA
"A02_RH_hayd_usa_ID_terr_093                    ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","93","KR912578","-","-","-",NA,NA,NA,NA
"A02_RH_hayd_usa_WY_terr_684                    ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Salt Desert Shrub Basins","USA","WY","terricolous","684","KR912590","-","-","-","41.6388","-110.5699","Leavitt et al. (2015), Leavitt et al. (2013)","USA, Wyoming, Lincoln County"
"A02_RH_hayd_usa_ID_terr_727                    ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","727","KR912579","-","-","-",NA,NA,"Leavitt et al. (2015), Leavitt et al. (2011)","ID, Lemhi Co.:  Salmon Challis National Forest"
"A02_RH_hayd_usa_WY_terr_728                    ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Salt Desert Shrub Basins","USA","WY","terricolous","728","KR912591","-","-","-",NA,NA,"Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Sweetwater County"
"A02_RH_hayd_usa_WY_terr_729                    ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Salt Desert Shrub Basins","USA","WY","terricolous","729","KR912592","-","-","-",NA,NA,"Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Sweetwater County"
"A02_RH_hayd_usa_ID_terr_8672                   ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","8672","KR912580","-","-","-",NA,NA,NA,NA
"A02_RH_hayd_usa_ID_terr_8673                   ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","8673","KR912581","-","-","-",NA,NA,NA,NA
"A02_RH_hayd_usa_ID_terr_8674                   ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","8674","KR912582","-","-","-",NA,NA,NA,NA
"A02_RH_hayd_usa_ID_terr_8675                   ","A02","A02","Rhizoplaca","haydenii","haydenii","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","8675","KR912583","-","-","-",NA,NA,NA,NA
